,Item_Fat_Content,Item_MRP,Item_Outlet_Sales,Item_Type_Category,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type
224,Low Fat,161.5578,2406.867,Drinks,0.062837968,12.65,1987,OUT013,Tier 3,High,Supermarket Type1
225,Low Fat,211.956,213.05599999999998,Non-Consumable,0.017116983,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
226,Low Fat,124.17299999999999,2956.152,FOOD,0.024129332000000003,20.75,1987,OUT013,Tier 3,High,Supermarket Type1
227,Low Fat,152.134,153.134,Drinks,0.049754975,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
228,Low Fat,79.7644,1649.8524,FOOD,0.06595278007399345,9.0,2004,OUT035,Tier 2,Small,Supermarket Type1
229,Low Fat,181.9292,3101.2964,FOOD,0.101561568,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
230,Low Fat,165.6526,4769.1254,Non-Consumable,0.0059496440000000005,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
231,Regular,170.4764,3435.528,FOOD,0.13956116,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
232,Low Fat,86.4198,1133.8574,FOOD,0.126035694,14.1,2002,OUT045,Tier 2,Medium,Supermarket Type1
233,Low Fat,152.334,2603.278,FOOD,0.027164679,7.55,2004,OUT035,Tier 2,Small,Supermarket Type1
234,Low Fat,45.406000000000006,605.878,Non-Consumable,0.099325278,13.0,1997,OUT046,Tier 1,Small,Supermarket Type1
235,Low Fat,192.8846,2293.0152,Drinks,0.04357366,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
236,Regular,118.7782,119.1782,FOOD,0.082741482,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
237,Regular,92.9804,1929.4884,FOOD,0.064565202,12.3,1987,OUT013,Tier 3,High,Supermarket Type1
238,Low Fat,109.8912,2074.6328,FOOD,0.08455456900000001,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
239,Low Fat,79.9618,241.6854,Non-Consumable,0.058451805,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
240,Low Fat,251.3724,6795.1548,Non-Consumable,0.113748685,17.25,2002,OUT045,Tier 2,Medium,Supermarket Type1
241,Low Fat,42.7112,639.168,Non-Consumable,0.020603511,15.85,2007,OUT017,Tier 2,Medium,Supermarket Type1
242,Low Fat,192.1846,3248.4382,Non-Consumable,0.052044976,18.85,2004,OUT035,Tier 2,Small,Supermarket Type1
243,Regular,227.6062,7222.5984,FOOD,0.06276442900000001,16.35,2007,OUT017,Tier 2,Medium,Supermarket Type1
244,Low Fat,229.0668,3225.1352,Drinks,0.08797726199999999,14.1,2004,OUT035,Tier 2,Small,Supermarket Type1
245,Low Fat,249.0408,3755.112,FOOD,0.010010425,7.905,2004,OUT035,Tier 2,Small,Supermarket Type1
246,Low Fat,179.3976,3440.8544,FOOD,0.033946163,12.0,1987,OUT013,Tier 3,High,Supermarket Type1
247,Regular,163.4552,974.7312,FOOD,0.058414678,12.15,2004,OUT035,Tier 2,Small,Supermarket Type1
248,Low Fat,75.367,535.969,FOOD,0.027106459,10.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
249,Low Fat,262.491,5259.82,FOOD,0.027022882999999998,17.5,2007,OUT017,Tier 2,Medium,Supermarket Type1
250,Low Fat,152.034,306.268,Drinks,0.058153409,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
251,Low Fat,112.3886,1779.0176,FOOD,0.128937661,17.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
252,Low Fat,61.451,759.012,FOOD,0.088846306,7.785,1999,OUT049,Tier 1,Medium,Supermarket Type1
253,Regular,125.9704,1877.556,FOOD,0.09357779,11.8,1987,OUT013,Tier 3,High,Supermarket Type1
254,Regular,171.8764,3779.0808,FOOD,0.165694678,13.15,2002,OUT045,Tier 2,Medium,Supermarket Type1
255,Low Fat,41.5796,41.2796,FOOD,0.148392623,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
256,Low Fat,51.1324,259.66200000000003,FOOD,0.098438394,8.5,2007,OUT017,Tier 2,Medium,Supermarket Type1
257,Low Fat,96.34100000000001,193.082,Non-Consumable,0.143303291,8.645,1987,OUT013,Tier 3,High,Supermarket Type1
258,Regular,110.9202,1687.8029999999999,FOOD,0.076276208,17.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
259,Low Fat,127.5362,4655.9394,FOOD,0.175103435,9.1,2007,OUT017,Tier 2,Medium,Supermarket Type1
260,Regular,225.9404,4950.8888,FOOD,0.023511371,12.8,1987,OUT013,Tier 3,High,Supermarket Type1
261,Low Fat,95.4436,1418.154,Drinks,0.06105276,7.63,2004,OUT035,Tier 2,Small,Supermarket Type1
262,Regular,246.4144,1225.072,FOOD,0.049559042000000005,9.285,2007,OUT017,Tier 2,Medium,Supermarket Type1
263,Regular,231.03,5359.69,FOOD,0.119418124,13.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
264,Low Fat,176.237,1764.37,FOOD,0.072545601,8.895,2002,OUT045,Tier 2,Medium,Supermarket Type1
265,Low Fat,195.21099999999998,2553.343,Non-Consumable,0.090486828,16.35,1987,OUT013,Tier 3,High,Supermarket Type1
266,Low Fat,43.3454,1006.6896,FOOD,0.056245075,17.6,1987,OUT013,Tier 3,High,Supermarket Type1
267,Low Fat,85.225,1081.925,FOOD,0.014618973,7.975,1987,OUT013,Tier 3,High,Supermarket Type1
268,Low Fat,36.7164,308.9312,FOOD,0.04347912599999999,15.85,2007,OUT017,Tier 2,Medium,Supermarket Type1
269,Low Fat,178.666,2516.724,FOOD,0.045166237000000005,15.7,1987,OUT013,Tier 3,High,Supermarket Type1
270,Regular,128.83100000000002,1428.141,FOOD,0.057827101,8.985,1997,OUT046,Tier 1,Small,Supermarket Type1
271,Low Fat,260.1594,2093.2752,FOOD,0.089394766,20.35,1987,OUT013,Tier 3,High,Supermarket Type1
272,Low Fat,85.6908,1929.4884,FOOD,0.10550944,6.59,1987,OUT013,Tier 3,High,Supermarket Type1
273,Low Fat,264.0884,5829.7448,FOOD,0.005234153,19.85,2004,OUT035,Tier 2,Small,Supermarket Type1
274,Low Fat,91.4488,2082.6224,FOOD,0.036390174,16.85,1997,OUT046,Tier 1,Small,Supermarket Type1
275,Low Fat,173.1738,7298.4996,FOOD,0.03292824,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
276,Low Fat,256.4988,7452.9652,FOOD,0.081252534,16.75,1987,OUT013,Tier 3,High,Supermarket Type1
277,Regular,110.5202,450.0808,FOOD,0.076552407,17.6,2007,OUT017,Tier 2,Medium,Supermarket Type1
278,Low Fat,250.4408,500.6816,FOOD,0.016758568999999997,7.905,1998,OUT010,Tier 3,Medium,Grocery Store
279,Low Fat,126.20200000000001,3668.558,FOOD,0.044248175,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
280,Regular,103.1964,736.3748,FOOD,0.038288087,7.785,2009,OUT018,Tier 3,Medium,Supermarket Type2
281,Low Fat,253.0698,6088.0752,Non-Consumable,0.186032678,7.825,2004,OUT035,Tier 2,Small,Supermarket Type1
282,Low Fat,101.0016,2125.2336,Non-Consumable,0.031867464,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
283,Low Fat,153.0024,2277.036,Drinks,0.021370201000000002,20.75,2007,OUT017,Tier 2,Medium,Supermarket Type1
284,Low Fat,190.3846,573.2538,FOOD,0.193772568,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
285,Regular,151.1366,2267.049,FOOD,0.009866049,6.26,2004,OUT035,Tier 2,Small,Supermarket Type1
286,Low Fat,147.3734,296.9468,FOOD,0.082551042,18.2,1998,OUT010,Tier 3,Medium,Grocery Store
287,Low Fat,46.306000000000004,559.2719999999999,Non-Consumable,0.099729888,13.0,2009,OUT018,Tier 3,Medium,Supermarket Type2
288,Regular,222.1772,5559.43,FOOD,0.018801549,20.25,2004,OUT035,Tier 2,Small,Supermarket Type1
289,Low Fat,95.5094,1237.7222,Non-Consumable,0.11972145099999999,8.695,1999,OUT049,Tier 1,Medium,Supermarket Type1
290,Low Fat,113.5518,569.259,Drinks,0.071222087,7.27,2002,OUT045,Tier 2,Medium,Supermarket Type1
291,Regular,174.0712,3866.9664,FOOD,0.060371962,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
292,Low Fat,198.4768,1379.5376,FOOD,0.033287541000000004,12.85,2002,OUT045,Tier 2,Medium,Supermarket Type1
293,Low Fat,142.7128,1869.5664,FOOD,0.05858462,7.075,2009,OUT018,Tier 3,Medium,Supermarket Type2
294,Regular,196.21099999999998,5499.508000000001,FOOD,0.11679292,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
295,Low Fat,94.3462,925.462,FOOD,0.031452265,8.195,1999,OUT049,Tier 1,Medium,Supermarket Type1
296,Low Fat,47.9034,583.2408,FOOD,0.00721395,7.09,2004,OUT035,Tier 2,Small,Supermarket Type1
297,Low Fat,141.4154,1418.154,Non-Consumable,0.081196619,6.095,1997,OUT046,Tier 1,Small,Supermarket Type1
298,Regular,80.2644,942.7728,FOOD,0.049916364000000005,19.35,2007,OUT017,Tier 2,Medium,Supermarket Type1
299,Low Fat,99.3384,2364.9216,FOOD,0.04627095,6.15,1997,OUT046,Tier 1,Small,Supermarket Type1
300,Regular,87.9856,3251.7672,FOOD,0.02747716,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
301,Regular,125.2678,254.3356,FOOD,0.10470453699999999,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
302,Low Fat,167.0474,5895.659000000001,Non-Consumable,0.012540003000000001,17.7,2004,OUT035,Tier 2,Small,Supermarket Type1
303,Low Fat,93.7436,1134.5232,FOOD,0.147023834,17.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
304,Low Fat,224.972,7696.648,Drinks,0.15965759599999998,9.395,2002,OUT045,Tier 2,Medium,Supermarket Type1
305,Low Fat,250.5382,2775.7202,Drinks,0.141398626,15.75,2007,OUT017,Tier 2,Medium,Supermarket Type1
306,Low Fat,241.2854,5317.0788,FOOD,0.148821808,7.475,2002,OUT045,Tier 2,Medium,Supermarket Type1
307,Low Fat,98.0068,874.8612,FOOD,0.06595278007399345,7.075,2009,OUT018,Tier 3,Medium,Supermarket Type2
308,Low Fat,92.6436,1039.9796,FOOD,0.029691762000000003,6.445,1997,OUT046,Tier 1,Small,Supermarket Type1
309,Low Fat,235.0958,3038.0454,FOOD,0.09671552300000001,19.1,2004,OUT035,Tier 2,Small,Supermarket Type1
310,Regular,193.6162,3848.324,FOOD,0.014790558999999998,20.25,2004,OUT035,Tier 2,Small,Supermarket Type1
311,Regular,59.1904,527.3136,FOOD,0.054378253,15.0,1997,OUT046,Tier 1,Small,Supermarket Type1
312,Regular,89.1514,2390.8878,FOOD,0.123428594,6.67,1997,OUT046,Tier 1,Small,Supermarket Type1
313,Regular,60.222,1677.816,FOOD,0.029943462999999997,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
314,Regular,112.7176,801.6232,FOOD,0.052368060999999994,16.7,1987,OUT013,Tier 3,High,Supermarket Type1
315,Low Fat,115.5834,1267.0174,FOOD,0.09386114400000001,7.07,2002,OUT045,Tier 2,Medium,Supermarket Type1
316,Low Fat,148.0076,886.8456,FOOD,0.033968647000000005,6.48,2002,OUT045,Tier 2,Medium,Supermarket Type1
317,Regular,228.27200000000002,452.744,FOOD,0.173154079,19.0,1998,OUT010,Tier 3,Medium,Grocery Store
318,Low Fat,147.5392,3877.6192,FOOD,0.139735226,13.35,2002,OUT045,Tier 2,Medium,Supermarket Type1
319,Low Fat,146.6418,4414.254,FOOD,0.043351895999999994,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
320,Low Fat,122.4388,5448.9072,Drinks,0.042086652,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
321,Regular,223.9404,4950.8888,FOOD,0.12848269,9.695,1999,OUT049,Tier 1,Medium,Supermarket Type1
322,Low Fat,62.6168,958.752,Drinks,0.049357077,15.0,2007,OUT017,Tier 2,Medium,Supermarket Type1
323,Regular,149.9708,1956.1204,FOOD,0.008326735,11.15,2007,OUT017,Tier 2,Medium,Supermarket Type1
324,Low Fat,103.2306,2404.2038,FOOD,0.021362955,20.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
325,Low Fat,194.3478,387.4956,Non-Consumable,0.151420934,9.8,1998,OUT010,Tier 3,Medium,Grocery Store
326,Low Fat,165.0842,994.7052,FOOD,0.032511818,16.35,1987,OUT013,Tier 3,High,Supermarket Type1
327,Regular,101.29899999999999,1754.3829999999998,FOOD,0.022323658,9.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
328,Low Fat,129.9994,3340.9844,Non-Consumable,0.019292355,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
329,Low Fat,216.7166,3918.8988,FOOD,0.048124442999999996,13.35,2002,OUT045,Tier 2,Medium,Supermarket Type1
330,Low Fat,76.367,306.268,Drinks,0.09261307,20.7,1987,OUT013,Tier 3,High,Supermarket Type1
331,Low Fat,158.4604,4278.4308,FOOD,0.094697274,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
332,Low Fat,260.6278,4425.5726,FOOD,0.035984103999999996,16.2,2002,OUT045,Tier 2,Medium,Supermarket Type1
333,Regular,230.9984,9267.936,FOOD,0.056596985,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
334,Low Fat,76.867,229.701,FOOD,0.2047,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
335,Regular,129.3994,2055.9904,FOOD,0.020618324,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
336,Low Fat,101.3016,3339.6528,Non-Consumable,0.04709821,5.5,1997,OUT046,Tier 1,Small,Supermarket Type1
337,Regular,221.7456,6410.3224,FOOD,0.087584126,15.1,2002,OUT045,Tier 2,Medium,Supermarket Type1
338,Regular,122.9046,1992.0736,FOOD,0.038078899,15.7,2007,OUT017,Tier 2,Medium,Supermarket Type1
339,Regular,104.4332,2870.9296,FOOD,0.095102092,7.895,2007,OUT017,Tier 2,Medium,Supermarket Type1
340,Regular,164.5184,2807.0128,FOOD,0.011953901999999999,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
341,Regular,88.18299999999999,539.298,FOOD,0.062799379,17.35,1987,OUT013,Tier 3,High,Supermarket Type1
342,Low Fat,174.3054,4377.635,Non-Consumable,0.031125708999999998,7.285,1987,OUT013,Tier 3,High,Supermarket Type1
343,Low Fat,180.9976,2716.4640000000004,Non-Consumable,0.026005891,20.25,2002,OUT045,Tier 2,Medium,Supermarket Type1
344,Low Fat,190.9504,383.5008,FOOD,0.09246392,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
345,Low Fat,59.5904,703.0848,Drinks,0.107765165,15.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
346,Low Fat,66.3826,1937.4779999999998,FOOD,0.010647476999999999,6.17,1999,OUT049,Tier 1,Medium,Supermarket Type1
347,Low Fat,182.2608,3307.6944,Non-Consumable,0.015749341,19.5,1999,OUT049,Tier 1,Medium,Supermarket Type1
348,Low Fat,197.611,3142.5759999999996,Non-Consumable,0.077628053,19.2,1999,OUT049,Tier 1,Medium,Supermarket Type1
349,Low Fat,181.2292,2554.0088,FOOD,0.06595278007399345,16.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
350,Regular,104.0648,1869.5664,FOOD,0.056695731,20.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
351,Regular,260.4594,5494.8474,FOOD,0.063993068,14.5,2002,OUT045,Tier 2,Medium,Supermarket Type1
352,Regular,233.1616,6093.4016,FOOD,0.06952926200000001,11.395,1987,OUT013,Tier 3,High,Supermarket Type1
353,Low Fat,174.0422,2586.633,Drinks,0.034452949,7.97,1997,OUT046,Tier 1,Small,Supermarket Type1
354,Regular,55.2956,1255.6988,FOOD,0.06670068,7.71,1999,OUT049,Tier 1,Medium,Supermarket Type1
355,Regular,141.7496,4093.3384,FOOD,0.034699737,19.25,1997,OUT046,Tier 1,Small,Supermarket Type1
356,Low Fat,142.2128,3163.8816,FOOD,0.058346939,7.075,1997,OUT046,Tier 1,Small,Supermarket Type1
357,Regular,166.0816,5033.448,FOOD,0.065203103,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
358,Regular,79.9276,1137.1864,FOOD,0.07892957099999999,11.6,1997,OUT046,Tier 1,Small,Supermarket Type1
359,Low Fat,98.77,2696.49,FOOD,0.18251488100000002,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
360,Low Fat,178.56599999999997,898.83,Drinks,0.016895293000000002,12.1,2009,OUT018,Tier 3,Medium,Supermarket Type2
361,Low Fat,118.244,2756.4120000000003,Non-Consumable,0.073379745,10.0,1997,OUT046,Tier 1,Small,Supermarket Type1
362,Low Fat,81.896,878.8560000000001,FOOD,0.08075758,14.35,2002,OUT045,Tier 2,Medium,Supermarket Type1
363,Low Fat,58.222,659.1419999999999,FOOD,0.11227149800000001,10.395,1999,OUT049,Tier 1,Medium,Supermarket Type1
364,Low Fat,182.6292,182.4292,FOOD,0.153741385,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
365,Low Fat,211.4902,3610.6334,FOOD,0.127929521,8.1,1987,OUT013,Tier 3,High,Supermarket Type1
366,Regular,256.4646,5153.292,FOOD,0.07838564,8.05,2004,OUT035,Tier 2,Small,Supermarket Type1
367,Regular,108.7596,2588.6304,FOOD,0.078502143,9.195,2007,OUT017,Tier 2,Medium,Supermarket Type1
368,Regular,212.5876,1286.3256,FOOD,0.047684831,20.7,2009,OUT018,Tier 3,Medium,Supermarket Type2
369,Regular,110.1544,1230.3984,FOOD,0.12315965599999999,15.7,2007,OUT017,Tier 2,Medium,Supermarket Type1
370,Regular,60.2194,1733.7432,FOOD,0.06595278007399345,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
371,Low Fat,193.8162,384.8324,Non-Consumable,0.053392944000000005,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
372,Low Fat,180.0318,3969.4996,Non-Consumable,0.036715907,16.5,2002,OUT045,Tier 2,Medium,Supermarket Type1
373,Low Fat,176.437,7763.228,FOOD,0.065236932,9.0,2004,OUT035,Tier 2,Small,Supermarket Type1
374,Regular,41.2112,809.6128,FOOD,0.041947547,6.785,1987,OUT013,Tier 3,High,Supermarket Type1
375,Low Fat,178.6002,1253.7014,FOOD,0.08288849599999999,19.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
376,Low Fat,195.2768,5715.2272,FOOD,0.055390120999999994,7.575,1997,OUT046,Tier 1,Small,Supermarket Type1
377,Regular,57.7904,1464.76,FOOD,0.012194556,18.2,1987,OUT013,Tier 3,High,Supermarket Type1
378,Low Fat,169.8106,3251.1014,FOOD,0.060495243,16.75,1987,OUT013,Tier 3,High,Supermarket Type1
379,Regular,214.3218,4274.436,FOOD,0.06595278007399345,7.47,2004,OUT035,Tier 2,Small,Supermarket Type1
380,Regular,231.7958,5375.0034,FOOD,0.014753811,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
381,Low Fat,38.019,1318.2839999999999,FOOD,0.160707489,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
382,Regular,119.4124,2251.7356,FOOD,0.085622362,13.85,2009,OUT018,Tier 3,Medium,Supermarket Type2
383,Regular,37.4506,1176.4686,FOOD,0.046350909,6.635,2007,OUT017,Tier 2,Medium,Supermarket Type1
384,Regular,130.4968,3523.4136,FOOD,0.102920886,6.11,1997,OUT046,Tier 1,Small,Supermarket Type1
385,Low Fat,86.2198,610.5386,FOOD,0.026604781,15.25,2004,OUT035,Tier 2,Small,Supermarket Type1
386,Low Fat,96.4094,1237.7222,FOOD,0.06595278007399345,15.85,2004,OUT035,Tier 2,Small,Supermarket Type1
387,Low Fat,235.1248,474.0496,FOOD,0.031860325,15.2,1998,OUT010,Tier 3,Medium,Grocery Store
388,Regular,52.6666,717.7324,FOOD,0.06595278007399345,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
389,Low Fat,150.5024,2580.6408,Drinks,0.021250002,20.75,1997,OUT046,Tier 1,Small,Supermarket Type1
390,Low Fat,143.2154,2552.6772,FOOD,0.159936948,10.195,1997,OUT046,Tier 1,Small,Supermarket Type1
391,Low Fat,164.021,3914.9040000000005,FOOD,0.12950314599999999,7.605,2002,OUT045,Tier 2,Medium,Supermarket Type1
392,Regular,88.5514,796.9626,FOOD,0.142688846,18.0,1997,OUT046,Tier 1,Small,Supermarket Type1
393,Low Fat,228.9352,916.1408,FOOD,0.179484411,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
394,Low Fat,191.3504,3259.7568,Non-Consumable,0.08916305599999999,18.35,2002,OUT045,Tier 2,Medium,Supermarket Type1
395,Low Fat,84.8908,1677.816,FOOD,0.105761491,6.59,1999,OUT049,Tier 1,Medium,Supermarket Type1
396,Regular,230.0984,3707.1744,FOOD,0.056960814000000005,13.8,1999,OUT049,Tier 1,Medium,Supermarket Type1
397,Regular,173.5738,2954.1546,FOOD,0.00704098,21.2,1997,OUT046,Tier 1,Small,Supermarket Type1
398,Regular,166.4842,2652.5472,FOOD,0.011026593999999999,10.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
399,Low Fat,52.7956,1037.3164,Non-Consumable,0.093203257,8.97,2002,OUT045,Tier 2,Medium,Supermarket Type1
400,Low Fat,50.9666,717.7324,Non-Consumable,0.026916793999999997,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
401,Low Fat,86.1224,426.11199999999997,Non-Consumable,0.035264298,10.6,2002,OUT045,Tier 2,Medium,Supermarket Type1
402,Low Fat,231.1668,6911.004,FOOD,0.015908423999999997,13.65,2004,OUT035,Tier 2,Small,Supermarket Type1
403,Low Fat,211.0244,3811.0392,Non-Consumable,0.017719277,19.0,1997,OUT046,Tier 1,Small,Supermarket Type1
404,Regular,115.3518,2277.036,FOOD,0.035334201,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
405,Low Fat,48.9034,48.6034,FOOD,0.065652494,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
406,Low Fat,212.8218,5770.4886,FOOD,0.056919038,6.865,1999,OUT049,Tier 1,Medium,Supermarket Type1
407,Regular,40.2138,690.4346,FOOD,0.048143292000000004,10.8,1997,OUT046,Tier 1,Small,Supermarket Type1
408,Low Fat,110.2886,1890.2062,FOOD,0.022047313,16.7,1987,OUT013,Tier 3,High,Supermarket Type1
409,Low Fat,126.2336,3195.84,Drinks,0.090427268,12.792854228644991,1985,OUT027,Tier 3,Medium,Supermarket Type3
410,Low Fat,150.1708,1504.7079999999999,FOOD,0.027779254,15.15,1997,OUT046,Tier 1,Small,Supermarket Type1
411,Low Fat,238.3248,711.0744,Non-Consumable,0.06595278007399345,10.5,1998,OUT010,Tier 3,Medium,Grocery Store
412,Low Fat,174.2422,4311.055,FOOD,0.008033611,17.6,2009,OUT018,Tier 3,Medium,Supermarket Type2
413,Low Fat,175.4738,521.3214,FOOD,0.033088472,19.35,1997,OUT046,Tier 1,Small,Supermarket Type1
414,Low Fat,59.4562,829.5868,Non-Consumable,0.160663021,15.7,1997,OUT046,Tier 1,Small,Supermarket Type1
415,Low Fat,155.5288,1571.2879999999998,FOOD,0.178975721,18.1,2007,OUT017,Tier 2,Medium,Supermarket Type1
416,Regular,239.6538,2403.538,FOOD,0.017627888,10.195,2004,OUT035,Tier 2,Small,Supermarket Type1
417,Low Fat,41.6454,83.8908,FOOD,0.0194158,12.792854228644991,1985,OUT019,Tier 1,Small,Grocery Store
418,Low Fat,211.0586,844.2344,FOOD,0.016993225,6.655,2002,OUT045,Tier 2,Medium,Supermarket Type1
419,Low Fat,127.3336,2940.1728,Non-Consumable,0.027139012999999997,19.0,2007,OUT017,Tier 2,Medium,Supermarket Type1
420,Low Fat,98.0068,291.6204,FOOD,0.03777249,7.075,1998,OUT010,Tier 3,Medium,Grocery Store
421,Low Fat,181.2976,3259.7568,FOOD,0.036746479,13.15,2002,OUT045,Tier 2,Medium,Supermarket Type1
422,Regular,226.8036,3415.554,FOOD,0.022460102000000003,20.1,1999,OUT049,Tier 1,Medium,Supermarket Type1
423,Regular,256.7672,5624.6784,FOOD,0.06595278007399345,20.35,2009,OUT018,Tier 3,Medium,Supermarket Type2
424,Low Fat,190.1846,6687.960999999999,Non-Consumable,0.05213575,18.85,1999,OUT049,Tier 1,Medium,Supermarket Type1
425,Regular,227.1062,5642.655,FOOD,0.062508438,16.35,1999,OUT049,Tier 1,Medium,Supermarket Type1
426,Low Fat,196.2426,4943.565,FOOD,0.007309544,11.3,2009,OUT018,Tier 3,Medium,Supermarket Type2
427,Low Fat,182.6266,3135.2522,FOOD,0.015623753999999998,17.5,2009,OUT018,Tier 3,Medium,Supermarket Type2
428,Regular,87.4514,796.9626,FOOD,0.14297822300000002,18.0,2002,OUT045,Tier 2,Medium,Supermarket Type1
429,Low Fat,51.535,848.895,FOOD,0.017191055,7.935,2002,OUT045,Tier 2,Medium,Supermarket Type1
